event_id,lat,lon,dt,frp,event_n
2021-07-29_65,48.06974,37.36628,2021-07-29 09:55:00+00:00,9.53,4
2021-07-29_66,47.21667,33.5298,2021-07-29 09:55:00+00:00,5.79,4
2021-07-29_67,47.94376,36.71414,2021-07-29 09:05:00+00:00,5.76,3
2021-07-29_68,46.87388,38.90839,2021-07-29 09:05:00+00:00,9.19,4
2021-07-29_69,46.87091,38.96222,2021-07-29 09:05:00+00:00,14.26,6
2021-07-29_7,36.21191,33.25335,2021-07-29 09:52:00+00:00,7.41,4
2021-07-29_70,47.1089,41.47342,2021-07-29 09:55:00+00:00,9.64,4
2021-07-29_71,47.07937,41.47863,2021-07-29 09:05:00+00:00,5.09,16
2021-07-29_72,47.09027,41.52823,2021-07-29 09:55:00+00:00,5.05,4
2021-07-29_73,43.50177,28.53838,2021-07-29 09:55:00+00:00,6.24,2
2021-07-29_74,45.61692,37.87442,2021-07-29 09:05:00+00:00,8.6,8
2021-07-29_75,45.63139,38.67622,2021-07-29 09:05:00+00:00,7.07,3
2021-07-29_76,45.39935,38.56111,2021-07-29 09:55:00+00:00,24.11,3
2021-07-29_77,48.22989,33.18904,2021-07-29 09:06:00+00:00,8.37,3
2021-07-29_78,49.46506,38.55041,2021-07-29 09:56:00+00:00,8.18,3
2021-07-29_79,48.92147,35.71006,2021-07-29 09:56:00+00:00,13.43,5
2021-07-29_8,36.8133,35.53638,2021-07-29 09:52:00+00:00,34.7,21
2021-07-29_80,48.49126,33.53298,2021-07-29 09:06:00+00:00,7.36,3
2021-07-29_81,48.9246,35.24854,2021-07-29 09:06:00+00:00,6.38,7
2021-07-29_82,48.93913,35.19224,2021-07-29 09:56:00+00:00,7.49,3
2021-07-29_83,48.87816,34.72508,2021-07-29 09:56:00+00:00,29.86,10
2021-07-29_84,49.17834,35.42852,2021-07-29 09:56:00+00:00,20.26,2
2021-07-29_85,49.99197,37.61314,2021-07-29 09:06:00+00:00,9.34,3
2021-07-29_86,50.25949,37.1557,2021-07-29 09:06:00+00:00,14.3,3
2021-07-29_87,48.05495,27.64802,2021-07-29 09:56:00+00:00,10.2,2
2021-07-29_88,48.66466,29.06718,2021-07-29 09:56:00+00:00,33.73,4
2021-07-29_89,49.21953,30.94689,2021-07-29 09:56:00+00:00,13.48,6
2021-07-29_9,36.90956,31.47557,2021-07-29 09:53:00+00:00,17.98,214
2021-07-29_90,50.86072,34.88348,2021-07-29 09:56:00+00:00,18.99,4
2021-07-29_91,48.03783,34.4141,2021-07-29 09:56:00+00:00,8.9,3
2021-07-29_92,49.37776,41.32661,2021-07-29 09:56:00+00:00,7.74,2
2021-07-29_93,48.02671,34.38481,2021-07-29 09:56:00+00:00,10.05,2
2021-07-29_94,48.29689,33.99023,2021-07-29 09:56:00+00:00,64.66,2
2021-07-29_95,47.84526,32.98767,2021-07-29 09:56:00+00:00,11.94,4
2021-07-29_96,47.50881,31.84111,2021-07-29 09:56:00+00:00,8.8,2
2021-07-29_97,48.46981,36.25026,2021-07-29 09:06:00+00:00,6.83,8
2021-07-29_98,52.31085,36.12922,2021-07-29 09:57:00+00:00,14.82,2
2021-07-29_99,52.54918,37.24097,2021-07-29 09:07:00+00:00,8.1,30
2021-07-30_0,55.53901,42.1073,2021-07-30 07:59:00+00:00,10.23,8
2021-07-30_1,36.80326,39.81656,2021-07-30 09:33:00+00:00,11.46,4
2021-07-30_10,43.83719,44.71832,2021-07-30 09:35:00+00:00,17.05,8
2021-07-30_100,39.75934,20.1227,2021-07-30 11:15:00+00:00,13.16,5
2021-07-30_101,38.93827,16.25128,2021-07-30 11:15:00+00:00,12.06,4
2021-07-30_102,40.09975,19.89198,2021-07-30 11:15:00+00:00,6.28,4
2021-07-30_103,44.24866,22.71713,2021-07-30 11:16:00+00:00,9.43,4
2021-07-30_104,44.29477,22.70546,2021-07-30 11:16:00+00:00,13.55,5
2021-07-30_105,39.97901,18.14259,2021-07-30 11:16:00+00:00,6.19,2
2021-07-30_106,39.62345,16.43115,2021-07-30 11:16:00+00:00,13.05,3
2021-07-30_107,40.04021,18.31266,2021-07-30 11:16:00+00:00,9.83,5
2021-07-30_108,40.28664,19.44384,2021-07-30 10:26:00+00:00,14.81,7
2021-07-30_109,39.64126,16.31031,2021-07-30 11:16:00+00:00,6.08,2
2021-07-30_11,45.83347,41.26065,2021-07-30 09:36:00+00:00,56.24,13
2021-07-30_110,40.35113,19.52653,2021-07-30 11:16:00+00:00,9.99,3
2021-07-30_111,40.50079,19.60686,2021-07-30 10:26:00+00:00,27.8,15
2021-07-30_112,40.64722,19.89648,2021-07-30 10:26:00+00:00,7.07,3
2021-07-30_113,40.59552,16.45449,2021-07-30 11:16:00+00:00,20.97,6
2021-07-30_114,40.69735,16.82577,2021-07-30 11:16:00+00:00,19.84,7
2021-07-30_115,40.6275,15.03607,2021-07-30 11:16:00+00:00,42.27,8
2021-07-30_116,42.60601,25.2529,2021-07-30 11:16:00+00:00,20.19,2
2021-07-30_117,42.09721,21.27997,2021-07-30 10:26:00+00:00,7.16,4
2021-07-30_118,41.167,15.98411,2021-07-30 11:16:00+00:00,5.03,2
2021-07-30_119,42.14727,20.27602,2021-07-30 10:26:00+00:00,10.83,3
2021-07-30_12,45.83798,41.28159,2021-07-30 09:36:00+00:00,19.09,3
2021-07-30_120,44.13161,42.50694,2021-07-30 11:16:00+00:00,81.94,6
2021-07-30_121,41.19846,15.49603,2021-07-30 11:16:00+00:00,8.1,3
2021-07-30_122,41.23314,15.62488,2021-07-30 11:16:00+00:00,5.58,2
2021-07-30_123,42.45603,21.65673,2021-07-30 10:26:00+00:00,7.88,9
2021-07-30_124,41.25403,13.52388,2021-07-30 11:16:00+00:00,8.59,3
2021-07-30_125,43.36628,23.99368,2021-07-30 10:26:00+00:00,72.71,9
2021-07-30_126,41.82158,15.17638,2021-07-30 11:16:00+00:00,7.73,2
2021-07-30_127,43.71542,25.18908,2021-07-30 11:16:00+00:00,31.48,5
2021-07-30_128,42.66048,18.84232,2021-07-30 10:26:00+00:00,8.99,14
2021-07-30_129,41.90944,15.28761,2021-07-30 11:16:00+00:00,5.02,2
2021-07-30_13,46.99733,39.2804,2021-07-30 09:36:00+00:00,22.54,2
2021-07-30_130,43.9953,25.74824,2021-07-30 10:26:00+00:00,5.37,2
2021-07-30_131,43.90018,24.81395,2021-07-30 10:26:00+00:00,6.32,9
2021-07-30_132,43.99366,24.35098,2021-07-30 10:26:00+00:00,5.28,10
2021-07-30_133,44.09317,24.48884,2021-07-30 11:16:00+00:00,12.26,4
2021-07-30_134,44.41501,24.91784,2021-07-30 11:16:00+00:00,9.19,2
2021-07-30_135,44.48575,23.39969,2021-07-30 10:26:00+00:00,13.26,6
2021-07-30_136,47.79971,33.03589,2021-07-30 11:17:00+00:00,5.88,2
2021-07-30_137,47.22889,33.12994,2021-07-30 11:17:00+00:00,9.25,2
2021-07-30_138,47.28249,32.17805,2021-07-30 11:17:00+00:00,6.58,2
2021-07-30_139,46.46227,24.06467,2021-07-30 10:27:00+00:00,10.01,2
2021-07-30_14,47.06828,41.50147,2021-07-30 08:46:00+00:00,8.13,2
2021-07-30_140,47.53484,29.21186,2021-07-30 11:17:00+00:00,8.14,9
2021-07-30_141,48.33303,30.51823,2021-07-30 11:17:00+00:00,38.74,4
2021-07-30_142,48.62352,31.68974,2021-07-30 11:17:00+00:00,108.37,4
2021-07-30_143,46.27885,41.62737,2021-07-30 11:17:00+00:00,25.8,3
2021-07-30_144,45.71922,28.57518,2021-07-30 11:17:00+00:00,10.49,2
2021-07-30_145,45.76681,28.81442,2021-07-30 10:26:00+00:00,8.56,3
2021-07-30_146,45.79337,28.84061,2021-07-30 10:26:00+00:00,8.58,3
2021-07-30_147,46.37859,41.56421,2021-07-30 10:26:00+00:00,40.73,9
2021-07-30_148,45.82607,28.78504,2021-07-30 11:17:00+00:00,7.89,2
2021-07-30_149,44.86404,19.97261,2021-07-30 11:17:00+00:00,32.53,3
2021-07-30_15,47.05982,41.43418,2021-07-30 08:46:00+00:00,7.54,5
2021-07-30_150,44.14418,15.57499,2021-07-30 10:27:00+00:00,10.24,2
2021-07-30_151,45.14279,20.4344,2021-07-30 11:17:00+00:00,6.69,2
2021-07-30_152,46.88147,41.7091,2021-07-30 11:17:00+00:00,12.1,10
2021-07-30_153,47.04832,41.4791,2021-07-30 11:17:00+00:00,86.77,4
2021-07-30_154,46.78002,31.73331,2021-07-30 10:27:00+00:00,26.31,3
2021-07-30_155,47.07856,41.44522,2021-07-30 10:26:00+00:00,56.67,6
2021-07-30_156,44.88758,17.03832,2021-07-30 11:17:00+00:00,7.71,2
2021-07-30_157,47.29804,36.86824,2021-07-30 10:26:00+00:00,16.4,6
2021-07-30_158,52.60853,39.06836,2021-07-30 10:28:00+00:00,14.6,3
2021-07-30_159,50.00125,37.80444,2021-07-30 11:18:00+00:00,14.93,8
2021-07-30_16,47.04302,41.42533,2021-07-30 09:36:00+00:00,21.24,2
2021-07-30_160,52.2389,17.05959,2021-07-30 10:29:00+00:00,12.15,3
2021-07-30_161,53.87028,15.99292,2021-07-30 11:19:00+00:00,11.02,5
2021-07-30_162,54.43747,17.43211,2021-07-30 11:19:00+00:00,14.92,7
2021-07-30_163,55.98748,22.68809,2021-07-30 11:20:00+00:00,5.87,2
2021-07-30_164,59.62048,30.21133,2021-07-30 11:21:00+00:00,5.33,3
2021-07-30_165,36.45148,7.2104,2021-07-30 12:55:00+00:00,13.54,3
2021-07-30_166,36.37685,6.70553,2021-07-30 12:05:00+00:00,26.34,9
2021-07-30_167,36.68039,15.08638,2021-07-30 12:05:00+00:00,6.87,3
2021-07-30_168,37.31707,14.7513,2021-07-30 12:05:00+00:00,10.65,9
2021-07-30_169,37.28311,15.14351,2021-07-30 12:56:00+00:00,25.68,2
2021-07-30_17,46.94985,41.65247,2021-07-30 08:46:00+00:00,9.57,6
2021-07-30_170,37.27829,14.80145,2021-07-30 12:56:00+00:00,5.05,2
2021-07-30_171,37.31045,13.6452,2021-07-30 12:05:00+00:00,9.3,2
2021-07-30_172,37.37981,14.37606,2021-07-30 12:56:00+00:00,15.18,9
2021-07-30_173,37.40361,15.04921,2021-07-30 12:56:00+00:00,21.04,3
2021-07-30_174,37.43015,15.07451,2021-07-30 12:56:00+00:00,16.17,5
2021-07-30_175,36.71425,4.59729,2021-07-30 12:05:00+00:00,5.32,3
2021-07-30_176,37.54143,14.93713,2021-07-30 12:05:00+00:00,9.79,4
2021-07-30_177,37.60927,14.97163,2021-07-30 12:56:00+00:00,5.57,2
2021-07-30_178,37.83371,15.21746,2021-07-30 12:05:00+00:00,15.77,4
2021-07-30_179,37.82237,14.55373,2021-07-30 12:56:00+00:00,11.97,7
2021-07-30_18,46.8991,41.67133,2021-07-30 09:36:00+00:00,13.7,14
2021-07-30_180,37.92459,15.11796,2021-07-30 12:05:00+00:00,5.89,5
2021-07-30_181,37.96577,13.24686,2021-07-30 12:05:00+00:00,10.8,4
2021-07-30_182,37.94056,12.61942,2021-07-30 12:05:00+00:00,8.03,2
2021-07-30_183,37.20726,14.5442,2021-07-30 12:05:00+00:00,11.16,6
2021-07-30_184,36.49302,5.42909,2021-07-30 12:56:00+00:00,14.02,3
2021-07-30_185,37.10961,15.19051,2021-07-30 12:56:00+00:00,15.22,2
2021-07-30_186,36.67064,8.16465,2021-07-30 12:05:00+00:00,31.33,3
2021-07-30_187,39.32072,16.22562,2021-07-30 12:56:00+00:00,26.15,4
2021-07-30_188,38.66247,15.96341,2021-07-30 12:56:00+00:00,5.41,2
2021-07-30_189,38.16335,15.5287,2021-07-30 12:56:00+00:00,7.32,2
2021-07-30_19,45.65038,38.01571,2021-07-30 09:36:00+00:00,13.97,10
2021-07-30_190,38.1667,15.75115,2021-07-30 12:05:00+00:00,9.84,3
2021-07-30_191,38.13366,15.72158,2021-07-30 12:05:00+00:00,13.65,8
2021-07-30_192,37.99497,13.26741,2021-07-30 12:56:00+00:00,7.67,2
2021-07-30_193,42.57324,13.89528,2021-07-30 12:57:00+00:00,6.03,2
2021-07-30_194,41.16216,15.51367,2021-07-30 12:57:00+00:00,7.9,2
2021-07-30_195,41.29573,13.944,2021-07-30 12:06:00+00:00,16.19,4
2021-07-30_196,38.9103,-6.8437,2021-07-30 12:57:00+00:00,7.08,2
2021-07-30_197,41.4183,14.00244,2021-07-30 12:06:00+00:00,40.1,13
2021-07-30_198,41.48468,15.8399,2021-07-30 12:06:00+00:00,7.81,4
2021-07-30_199,43.82965,16.89899,2021-07-30 12:07:00+00:00,16.56,13
2021-07-30_2,36.3194,45.27205,2021-07-30 09:33:00+00:00,9.56,4
2021-07-30_20,45.51943,37.94614,2021-07-30 09:36:00+00:00,8.52,2
2021-07-30_200,40.84986,16.18029,2021-07-30 12:57:00+00:00,10.31,2
2021-07-30_201,53.04248,16.90388,2021-07-30 12:09:00+00:00,10.01,3
2021-07-30_202,43.99829,44.43355,2021-07-30 08:45:00+00:00,5.34,5
2021-07-30_203,46.23079,41.70071,2021-07-30 08:46:00+00:00,6.22,4
2021-07-30_204,46.28321,41.57833,2021-07-30 08:46:00+00:00,17.01,7
2021-07-30_205,46.15585,39.28142,2021-07-30 08:46:00+00:00,7.58,4
2021-07-30_206,49.84146,38.08234,2021-07-30 08:47:00+00:00,6.27,5
2021-07-30_207,52.56951,40.75923,2021-07-30 08:48:00+00:00,8.97,7
2021-07-30_208,52.77399,40.32185,2021-07-30 08:48:00+00:00,9.85,2
2021-07-30_209,36.3291,32.37262,2021-07-30 10:24:00+00:00,7.82,3
2021-07-30_21,46.26133,41.53712,2021-07-30 08:46:00+00:00,12.79,6
2021-07-30_210,36.78732,31.61158,2021-07-30 10:24:00+00:00,10.95,6
2021-07-30_211,36.896,31.64528,2021-07-30 10:24:00+00:00,5.82,3
2021-07-30_212,36.90641,31.63261,2021-07-30 10:24:00+00:00,5.94,2
2021-07-30_213,36.92623,31.60248,2021-07-30 10:24:00+00:00,9.1,5
2021-07-30_214,39.1702,47.00623,2021-07-30 10:24:00+00:00,10.43,2
2021-07-30_215,36.7281,28.20359,2021-07-30 10:24:00+00:00,6.54,5
2021-07-30_216,44.01197,47.02984,2021-07-30 10:25:00+00:00,7.17,2
2021-07-30_217,41.39078,19.62227,2021-07-30 10:26:00+00:00,12.03,4
2021-07-30_218,46.25896,40.31,2021-07-30 10:26:00+00:00,6.89,3
2021-07-30_219,42.43154,21.22843,2021-07-30 10:26:00+00:00,25.75,4
2021-07-30_22,47.93399,31.43781,2021-07-30 09:37:00+00:00,15.57,4
2021-07-30_220,43.90123,24.83845,2021-07-30 10:26:00+00:00,15.31,2
2021-07-30_221,46.93766,41.6211,2021-07-30 10:26:00+00:00,18.34,5
2021-07-30_222,44.93328,26.72091,2021-07-30 10:26:00+00:00,7.07,2
2021-07-30_223,45.59269,29.3448,2021-07-30 10:26:00+00:00,14.38,4
2021-07-30_224,45.88955,30.0087,2021-07-30 10:26:00+00:00,6.63,2
2021-07-30_225,47.59566,32.33872,2021-07-30 10:27:00+00:00,6.26,2
2021-07-30_226,48.31482,30.52259,2021-07-30 10:27:00+00:00,33.43,3
2021-07-30_227,36.83863,28.22944,2021-07-30 12:05:00+00:00,71.11,2
2021-07-30_228,37.29108,14.04891,2021-07-30 12:05:00+00:00,9.85,2
2021-07-30_229,37.5313,14.88841,2021-07-30 12:05:00+00:00,12.93,3
2021-07-30_23,48.49667,33.62725,2021-07-30 09:37:00+00:00,6.82,3
2021-07-30_230,38.24828,16.14403,2021-07-30 12:05:00+00:00,11.06,2
2021-07-30_231,39.85283,18.22733,2021-07-30 12:06:00+00:00,7.84,2
2021-07-30_232,40.17532,19.80291,2021-07-30 12:06:00+00:00,68.79,2
2021-07-30_233,40.04919,18.3992,2021-07-30 12:06:00+00:00,10.73,3
2021-07-30_234,39.94115,15.82807,2021-07-30 12:06:00+00:00,30.58,2
2021-07-30_235,40.35703,18.07785,2021-07-30 12:06:00+00:00,6.91,2
2021-07-30_236,41.05462,20.41331,2021-07-30 12:06:00+00:00,11.81,2
2021-07-30_237,41.1522,15.60432,2021-07-30 12:06:00+00:00,7.59,3
2021-07-30_238,42.7083,20.18286,2021-07-30 12:06:00+00:00,8.7,2
2021-07-30_239,42.79803,19.1183,2021-07-30 12:06:00+00:00,8.17,2
2021-07-30_24,47.72465,31.84274,2021-07-30 09:37:00+00:00,8.9,3
2021-07-30_240,43.26797,17.82205,2021-07-30 12:07:00+00:00,7.47,4
2021-07-30_241,43.98304,25.96409,2021-07-30 12:07:00+00:00,18.23,4
2021-07-30_242,44.59968,28.71443,2021-07-30 12:07:00+00:00,10.91,2
2021-07-30_243,45.65678,29.22269,2021-07-30 12:07:00+00:00,5.02,2
2021-07-30_244,45.87265,29.46874,2021-07-30 12:07:00+00:00,11.77,5
2021-07-30_245,53.80116,16.02774,2021-07-30 12:10:00+00:00,7.07,3
2021-07-30_246,54.5643,25.39684,2021-07-30 12:10:00+00:00,9.91,2
2021-07-30_247,37.58923,-2.5792,2021-07-30 13:46:00+00:00,9.3,2
2021-07-30_25,48.30442,33.84435,2021-07-30 09:37:00+00:00,7.42,2
2021-07-30_26,48.08921,33.5665,2021-07-30 09:37:00+00:00,15.54,5
2021-07-30_27,46.3128,29.56789,2021-07-30 09:37:00+00:00,7.57,8
2021-07-30_28,46.21016,29.8113,2021-07-30 09:37:00+00:00,13.41,3
2021-07-30_29,46.65363,31.7416,2021-07-30 09:37:00+00:00,67.21,8
2021-07-30_3,36.82932,39.87447,2021-07-30 09:33:00+00:00,10.18,8
2021-07-30_30,45.70302,29.10254,2021-07-30 09:37:00+00:00,7.87,4
2021-07-30_31,45.9159,30.11216,2021-07-30 09:37:00+00:00,52.72,12
2021-07-30_32,45.59359,29.23429,2021-07-30 09:37:00+00:00,6.55,8
2021-07-30_33,45.66826,29.55647,2021-07-30 09:37:00+00:00,5.4,3
2021-07-30_34,49.86697,37.96278,2021-07-30 09:37:00+00:00,9.73,2
2021-07-30_35,48.81422,32.54084,2021-07-30 09:37:00+00:00,19.43,4
2021-07-30_36,50.08405,37.10783,2021-07-30 08:47:00+00:00,12.89,7
2021-07-30_37,51.90714,43.18112,2021-07-30 09:37:00+00:00,67.96,9
2021-07-30_38,52.39479,28.42731,2021-07-30 09:38:00+00:00,5.56,8
2021-07-30_39,52.45822,32.31295,2021-07-30 09:38:00+00:00,29.48,3
2021-07-30_4,36.23339,33.71498,2021-07-30 09:34:00+00:00,21.63,54
2021-07-30_40,36.13086,33.24199,2021-07-30 10:24:00+00:00,24.04,10
2021-07-30_41,36.16451,33.24734,2021-07-30 10:24:00+00:00,10.05,7
2021-07-30_42,36.16945,33.33301,2021-07-30 10:24:00+00:00,18.97,20
2021-07-30_43,36.20443,33.63006,2021-07-30 10:24:00+00:00,16.34,2
2021-07-30_44,36.22979,33.63732,2021-07-30 10:24:00+00:00,35.38,13
2021-07-30_45,36.29112,33.79137,2021-07-30 10:24:00+00:00,38.16,2
2021-07-30_46,36.73176,32.0718,2021-07-30 10:24:00+00:00,8.76,12
2021-07-30_47,36.74286,32.04333,2021-07-30 10:24:00+00:00,138.39,31
2021-07-30_48,36.83327,31.61868,2021-07-30 10:24:00+00:00,9.78,4
2021-07-30_49,36.85815,31.65235,2021-07-30 10:24:00+00:00,20.78,25
2021-07-30_5,36.29504,33.80277,2021-07-30 09:34:00+00:00,7.5,2
2021-07-30_50,36.8975,31.40564,2021-07-30 10:24:00+00:00,8.97,6
2021-07-30_51,36.91841,31.4201,2021-07-30 10:24:00+00:00,71.0,4
2021-07-30_52,36.93333,31.52869,2021-07-30 10:24:00+00:00,17.66,15
2021-07-30_53,36.93706,31.44468,2021-07-30 10:24:00+00:00,60.49,82
2021-07-30_54,37.52146,39.31475,2021-07-30 11:14:00+00:00,11.99,2
2021-07-30_55,36.92428,31.30469,2021-07-30 10:24:00+00:00,15.72,9
2021-07-30_56,36.94437,31.35607,2021-07-30 10:24:00+00:00,21.35,4
2021-07-30_57,37.33301,35.53016,2021-07-30 11:14:00+00:00,42.62,4
2021-07-30_58,37.33514,35.42576,2021-07-30 11:14:00+00:00,10.93,2
2021-07-30_59,36.72929,28.15707,2021-07-30 11:14:00+00:00,8.43,3
2021-07-30_6,36.27311,33.78207,2021-07-30 09:34:00+00:00,8.07,8
2021-07-30_60,36.74658,28.21351,2021-07-30 10:24:00+00:00,6.45,16
2021-07-30_61,36.74801,28.16673,2021-07-30 11:14:00+00:00,10.53,3
2021-07-30_62,36.78679,28.18206,2021-07-30 10:24:00+00:00,5.8,85
2021-07-30_63,36.77719,28.22958,2021-07-30 10:24:00+00:00,13.22,11
2021-07-30_64,36.97838,28.74878,2021-07-30 11:14:00+00:00,7.56,9
2021-07-30_65,37.14301,14.83912,2021-07-30 11:15:00+00:00,10.14,12
2021-07-30_66,37.1828,14.67332,2021-07-30 11:15:00+00:00,16.06,4
2021-07-30_67,37.49554,15.05359,2021-07-30 11:15:00+00:00,17.2,8
2021-07-30_68,36.78209,12.05398,2021-07-30 11:15:00+00:00,20.41,3
2021-07-30_69,37.41531,14.20009,2021-07-30 11:15:00+00:00,7.36,2
2021-07-30_7,37.538,39.13137,2021-07-30 09:34:00+00:00,12.49,2
2021-07-30_70,37.89756,15.30612,2021-07-30 11:15:00+00:00,11.69,19
2021-07-30_71,38.01363,15.72381,2021-07-30 11:15:00+00:00,8.58,9
2021-07-30_72,37.99985,15.66604,2021-07-30 11:15:00+00:00,5.37,2
2021-07-30_73,37.48038,13.53136,2021-07-30 11:15:00+00:00,77.99,17
2021-07-30_74,38.04307,15.73845,2021-07-30 11:15:00+00:00,7.43,52
2021-07-30_75,37.4631,13.46657,2021-07-30 11:15:00+00:00,5.12,5
2021-07-30_76,37.85503,14.95743,2021-07-30 11:15:00+00:00,6.02,2
2021-07-30_77,37.47879,13.46006,2021-07-30 11:15:00+00:00,9.7,2
2021-07-30_78,38.04804,15.69656,2021-07-30 11:15:00+00:00,15.34,26
2021-07-30_79,37.90524,14.96781,2021-07-30 11:15:00+00:00,7.59,32
2021-07-30_8,37.35228,35.48122,2021-07-30 09:34:00+00:00,13.48,7
2021-07-30_80,38.1214,15.7287,2021-07-30 11:15:00+00:00,12.94,5
2021-07-30_81,38.18537,15.50945,2021-07-30 11:15:00+00:00,30.03,13
2021-07-30_82,37.69168,13.3948,2021-07-30 11:15:00+00:00,7.21,21
2021-07-30_83,37.84827,13.96886,2021-07-30 11:15:00+00:00,9.85,16
2021-07-30_84,38.25016,15.50455,2021-07-30 11:15:00+00:00,14.29,5
2021-07-30_85,37.84581,13.61831,2021-07-30 11:15:00+00:00,13.33,29
2021-07-30_86,38.61154,16.49559,2021-07-30 11:15:00+00:00,8.72,7
2021-07-30_87,37.73902,12.93201,2021-07-30 11:15:00+00:00,6.23,3
2021-07-30_88,37.91235,13.31496,2021-07-30 11:15:00+00:00,10.81,3
2021-07-30_89,37.91925,13.34096,2021-07-30 11:15:00+00:00,8.3,5
2021-07-30_9,37.24219,36.24705,2021-07-30 09:34:00+00:00,5.96,26
2021-07-30_90,37.9403,13.35504,2021-07-30 11:15:00+00:00,10.69,12
2021-07-30_91,38.00725,13.44504,2021-07-30 11:15:00+00:00,12.76,3
2021-07-30_92,37.88436,12.98881,2021-07-30 11:15:00+00:00,24.59,5
2021-07-30_93,37.98557,13.29917,2021-07-30 11:15:00+00:00,9.58,2
2021-07-30_94,37.96252,13.21315,2021-07-30 11:15:00+00:00,5.37,12
2021-07-30_95,38.05027,13.45587,2021-07-30 11:15:00+00:00,6.88,15
2021-07-30_96,38.00025,13.2457,2021-07-30 11:15:00+00:00,13.07,9
2021-07-30_97,38.04174,13.35849,2021-07-30 11:15:00+00:00,8.64,5
2021-07-30_98,38.77544,16.26251,2021-07-30 11:15:00+00:00,6.37,3
2021-07-30_99,38.01339,12.91866,2021-07-30 11:15:00+00:00,22.79,5
2021-07-31_0,36.88498,43.45889,2021-07-31 09:14:00+00:00,6.09,8
2021-07-31_1,41.31022,46.5004,2021-07-31 09:15:00+00:00,5.99,2
2021-07-31_10,46.33104,42.10837,2021-07-31 09:17:00+00:00,11.57,3
2021-07-31_100,38.12643,15.67176,2021-07-31 10:57:00+00:00,7.17,2
2021-07-31_101,42.56784,21.17551,2021-07-31 10:57:00+00:00,5.04,2
2021-07-31_102,41.28049,15.44036,2021-07-31 10:57:00+00:00,5.82,2
2021-07-31_103,41.44244,15.31787,2021-07-31 10:57:00+00:00,12.91,2
2021-07-31_104,41.54525,15.57699,2021-07-31 10:57:00+00:00,5.27,3
2021-07-31_105,41.57077,15.26145,2021-07-31 10:57:00+00:00,12.15,4
2021-07-31_106,43.8274,24.88606,2021-07-31 10:07:00+00:00,20.02,14
2021-07-31_107,44.19881,26.79413,2021-07-31 10:07:00+00:00,6.37,4
2021-07-31_108,43.97233,25.40767,2021-07-31 10:57:00+00:00,8.08,3
2021-07-31_109,44.32479,26.98085,2021-07-31 10:07:00+00:00,6.13,3
2021-07-31_11,45.72367,41.00106,2021-07-31 09:17:00+00:00,23.65,5
2021-07-31_110,42.65717,18.83397,2021-07-31 10:57:00+00:00,14.41,8
2021-07-31_111,40.84533,19.67574,2021-07-31 10:57:00+00:00,15.99,3
2021-07-31_112,47.75558,30.3032,2021-07-31 10:58:00+00:00,9.53,3
2021-07-31_113,47.95061,31.50396,2021-07-31 10:58:00+00:00,6.48,2
2021-07-31_114,48.17769,33.6256,2021-07-31 10:58:00+00:00,10.41,2
2021-07-31_115,48.05354,31.62621,2021-07-31 10:58:00+00:00,7.21,5
2021-07-31_116,47.80152,29.17211,2021-07-31 10:58:00+00:00,7.86,4
2021-07-31_117,47.94198,29.8006,2021-07-31 10:58:00+00:00,7.14,14
2021-07-31_118,48.18769,30.53938,2021-07-31 10:58:00+00:00,132.43,10
2021-07-31_119,48.6103,34.26135,2021-07-31 10:08:00+00:00,6.96,2
2021-07-31_12,45.88228,41.88794,2021-07-31 09:17:00+00:00,24.33,2
2021-07-31_120,48.17401,29.69635,2021-07-31 10:58:00+00:00,6.48,3
2021-07-31_121,49.06633,41.65503,2021-07-31 10:08:00+00:00,15.18,7
2021-07-31_122,48.71861,31.82008,2021-07-31 10:08:00+00:00,7.64,2
2021-07-31_123,48.46265,29.51675,2021-07-31 10:58:00+00:00,14.37,4
2021-07-31_124,43.96162,24.3885,2021-07-31 10:08:00+00:00,7.02,5
2021-07-31_125,42.85161,18.48925,2021-07-31 10:58:00+00:00,8.74,2
2021-07-31_126,43.80244,22.3962,2021-07-31 10:58:00+00:00,7.52,3
2021-07-31_127,41.95466,14.91552,2021-07-31 10:58:00+00:00,6.84,5
2021-07-31_128,44.08379,23.25002,2021-07-31 10:08:00+00:00,5.33,6
2021-07-31_129,44.30199,24.28789,2021-07-31 10:08:00+00:00,5.67,3
2021-07-31_13,45.73854,42.99257,2021-07-31 09:17:00+00:00,12.57,9
2021-07-31_130,44.17622,23.40004,2021-07-31 10:08:00+00:00,39.27,7
2021-07-31_131,44.2411,23.22863,2021-07-31 10:58:00+00:00,5.32,2
2021-07-31_132,46.4092,41.92864,2021-07-31 10:58:00+00:00,25.17,3
2021-07-31_133,41.94883,13.52108,2021-07-31 10:58:00+00:00,6.97,4
2021-07-31_134,43.10765,17.63081,2021-07-31 10:58:00+00:00,16.74,9
2021-07-31_135,44.31866,22.69678,2021-07-31 10:08:00+00:00,7.37,6
2021-07-31_136,41.80938,12.6253,2021-07-31 10:58:00+00:00,16.45,5
2021-07-31_137,44.43058,22.85675,2021-07-31 10:58:00+00:00,13.52,2
2021-07-31_138,44.43776,22.7062,2021-07-31 10:08:00+00:00,5.12,4
2021-07-31_139,46.27578,34.0312,2021-07-31 10:58:00+00:00,6.26,2
