latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.75826,29.35897,305.2,0.47,0.4,2023-08-02,2341,N,VIIRS,n,2,294.22,0.82,N,3
40.04861,32.65009,306.32,0.39,0.36,2023-08-02,2341,N,VIIRS,n,2,291.07,1,N,2
39.96049,33.14494,304.6,0.38,0.36,2023-08-02,2341,N,VIIRS,n,2,291.42,0.84,N,2
39.9464,33.19234,304.26,0.38,0.36,2023-08-02,2341,N,VIIRS,n,2,291.59,0.53,N,2
39.94425,33.18955,307.68,0.38,0.36,2023-08-02,2341,N,VIIRS,n,2,292.27,1.12,N,2
40.09287,31.85801,310.34,0.4,0.37,2023-08-02,2341,N,VIIRS,n,2,290.75,0.39,N,0
37.34996,45.05987,307.86,0.4,0.6,2023-08-02,2341,N,VIIRS,n,2,288.25,0.8,N,0
37.34924,45.06219,305.96,0.4,0.6,2023-08-02,2341,N,VIIRS,n,2,288.31,1.61,N,0
40.24122,29.92336,302.37,0.45,0.39,2023-08-02,2341,N,VIIRS,n,2,291.08,0.9,N,2
36.95268,46.28967,303.89,0.47,0.64,2023-08-02,2341,N,VIIRS,n,2,287.52,1.18,N,0
36.95124,46.29478,307.92,0.47,0.64,2023-08-02,2341,N,VIIRS,n,2,286.51,1.18,N,0
40.26684,28.97117,321.47,0.48,0.4,2023-08-02,2341,N,VIIRS,n,2,293.18,2,N,0
40.26313,28.97048,306.86,0.48,0.4,2023-08-02,2341,N,VIIRS,n,2,292.36,0.79,N,0
39.60445,33.68777,298.73,0.38,0.36,2023-08-02,2341,N,VIIRS,n,2,288.09,0.3,N,0
40.44491,27.13175,307.13,0.39,0.44,2023-08-02,2341,N,VIIRS,n,2,294.04,1,N,2
41.24249,36.46459,330.59,0.41,0.37,2023-08-02,2341,N,VIIRS,n,2,294.67,3.06,N,2
40.44398,27.14114,312.12,0.39,0.44,2023-08-02,2341,N,VIIRS,n,2,294.76,1.3,N,2
36.81697,46.14996,300.91,0.47,0.64,2023-08-02,2341,N,VIIRS,n,2,289.64,1.21,N,2
36.81824,46.1496,302.5,0.47,0.64,2023-08-02,2341,N,VIIRS,n,2,290.66,0.86,N,2
40.76493,20.76224,302.36,0.42,0.61,2023-08-02,2341,N,VIIRS,n,2,292.2,2.5,N,0
39.59565,32.41811,303.45,0.39,0.36,2023-08-02,2341,N,VIIRS,n,2,291.63,1.11,N,2
39.64598,32.05076,318.24,0.39,0.36,2023-08-02,2341,N,VIIRS,n,2,289.27,1.01,N,0
38.45726,38.72424,305.83,0.54,0.42,2023-08-02,2341,N,VIIRS,n,2,295.18,1.38,N,2
40.14067,25.93661,303.82,0.44,0.46,2023-08-02,2341,N,VIIRS,n,2,293.2,0.58,N,0
37.92305,40.08508,303.03,0.43,0.46,2023-08-02,2341,N,VIIRS,n,2,291.78,0.5,N,0
37.23277,42.87941,328.75,0.62,0.54,2023-08-02,2341,N,VIIRS,n,2,294.99,3.43,N,0
37.23584,42.88078,303.54,0.62,0.54,2023-08-02,2341,N,VIIRS,n,2,292.26,2.92,N,0
37.23091,42.87957,320.43,0.62,0.54,2023-08-02,2341,N,VIIRS,n,2,294.75,2.92,N,0
40.51981,17.20412,305,0.64,0.72,2023-08-02,2341,N,VIIRS,n,2,290.63,1.25,N,2
40.50611,17.21142,304.13,0.64,0.72,2023-08-02,2341,N,VIIRS,n,2,290.76,3.13,N,3
39.5779,29.86291,306.78,0.44,0.39,2023-08-02,2341,N,VIIRS,n,2,287.93,0.94,N,0
39.48435,30.03923,313.85,0.44,0.38,2023-08-02,2341,N,VIIRS,n,2,290.29,1.35,N,2
39.86558,26.24447,318,0.43,0.46,2023-08-02,2341,N,VIIRS,n,2,296.33,1.3,N,2
36.90697,43.38955,367,0.33,0.56,2023-08-02,2341,N,VIIRS,h,2,297.34,7.84,N,2
36.906,43.39334,316.82,0.33,0.56,2023-08-02,2341,N,VIIRS,n,2,292.64,3.76,N,2
37.15625,42.31203,303.1,0.58,0.52,2023-08-02,2341,N,VIIRS,n,2,290.14,0.89,N,0
36.83319,43.59117,316.87,0.34,0.56,2023-08-02,2341,N,VIIRS,n,2,298.94,2.86,N,0
37.15666,42.31202,303.44,0.58,0.52,2023-08-02,2341,N,VIIRS,n,2,290.38,0.32,N,0
36.83112,43.59285,325.29,0.34,0.56,2023-08-02,2341,N,VIIRS,n,2,299.7,3.35,N,0
36.77966,43.32287,321.17,0.33,0.55,2023-08-02,2341,N,VIIRS,n,2,300.78,2.09,N,2
36.71021,43.59135,308.94,0.34,0.56,2023-08-02,2341,N,VIIRS,n,2,292.78,0.5,N,0
39.07053,31.85431,307.37,0.39,0.36,2023-08-02,2341,N,VIIRS,n,2,289.17,0.93,N,0
36.7772,43.32339,341,0.33,0.56,2023-08-02,2341,N,VIIRS,n,2,301.59,3.98,N,2
36.70943,43.5924,309.72,0.35,0.56,2023-08-02,2341,N,VIIRS,n,2,293.66,0.52,N,0
36.94247,42.17398,309.14,0.57,0.52,2023-08-02,2341,N,VIIRS,n,2,295.06,1.16,N,2
36.9377,42.13063,318.43,0.57,0.52,2023-08-02,2341,N,VIIRS,n,2,296.52,2.93,N,2
37.58891,39.11862,313.26,0.39,0.44,2023-08-02,2341,N,VIIRS,n,2,294.12,1.25,N,0
37.58589,39.11299,314.68,0.39,0.44,2023-08-02,2341,N,VIIRS,n,2,293.31,1.25,N,0
37.58498,39.11726,319.3,0.39,0.44,2023-08-02,2341,N,VIIRS,n,2,293.54,1.25,N,0
37.72564,38.38985,310.24,0.54,0.42,2023-08-02,2341,N,VIIRS,n,2,294.09,2.85,N,0
37.72184,38.38866,332.91,0.54,0.42,2023-08-02,2341,N,VIIRS,n,2,294.57,2.85,N,0
37.71804,38.38746,322.64,0.54,0.42,2023-08-02,2341,N,VIIRS,n,2,293.66,2.06,N,0
36.91439,41.89448,308.74,0.55,0.51,2023-08-02,2341,N,VIIRS,n,2,293.86,1.09,N,2
36.00757,45.37076,310.2,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,295.84,2.82,N,0
36.00511,45.37956,310.88,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,295.98,2.18,N,0
35.83138,45.99567,304.65,0.49,0.65,2023-08-02,2341,N,VIIRS,n,2,292.76,2.05,N,0
35.82998,46.00059,306.84,0.49,0.65,2023-08-02,2341,N,VIIRS,n,2,293.6,2.1,N,0
36.99649,41.56159,306.49,0.53,0.5,2023-08-02,2341,N,VIIRS,n,2,294.58,1.05,N,2
37.57409,38.92504,329.25,0.57,0.43,2023-08-02,2341,N,VIIRS,n,2,296.51,5.7,N,0
36.91351,41.89398,308.78,0.56,0.51,2023-08-02,2341,N,VIIRS,n,2,292.52,1.5,N,2
37.5702,38.92372,316.59,0.57,0.43,2023-08-02,2341,N,VIIRS,n,2,296.25,3.94,N,0
36.00775,45.36982,310.19,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,296.23,2.02,N,0
36.00537,45.37854,311.22,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,296.23,2.78,N,0
35.99722,45.38574,330.15,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,297.04,2.08,N,0
35.99855,45.38086,306.51,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,296.09,2.08,N,0
35.83361,45.97918,311.72,0.49,0.65,2023-08-02,2341,N,VIIRS,n,2,292.92,0.95,N,0
35.82774,46.00022,303.64,0.49,0.65,2023-08-02,2341,N,VIIRS,n,2,292.51,1.8,N,0
35.99626,45.36659,308.94,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,295.27,2.2,N,0
35.99141,45.38434,306.65,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,295.92,2.08,N,0
35.82863,45.97404,303.2,0.49,0.65,2023-08-02,2341,N,VIIRS,n,2,292.34,0.95,N,0
35.82709,45.97957,301.55,0.49,0.65,2023-08-02,2341,N,VIIRS,n,2,291.29,0.95,N,0
35.98637,45.38013,314.57,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,296.34,1.8,N,0
35.98527,45.38416,310.3,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,295.58,1.8,N,0
35.98403,45.38869,307.41,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,295.98,2.68,N,0
35.97905,45.38427,311.15,0.45,0.63,2023-08-02,2341,N,VIIRS,n,2,296.05,1.8,N,0
37.06122,40.67131,307.55,0.48,0.48,2023-08-02,2341,N,VIIRS,n,2,292.3,0.72,N,0
36.97604,40.73828,340.43,0.48,0.48,2023-08-02,2341,N,VIIRS,n,2,296.12,4.08,N,0
36.97726,40.73295,307.99,0.48,0.48,2023-08-02,2341,N,VIIRS,n,2,293.57,4.08,N,0
36.93705,30.64928,314.94,0.4,0.37,2023-08-02,2342,N,VIIRS,n,2,297.57,1.16,N,2
37.25191,30.44117,307.5,0.41,0.37,2023-08-02,2342,N,VIIRS,n,2,292.45,1.41,N,2
36.13066,40.8078,312.84,0.51,0.49,2023-08-02,2342,N,VIIRS,n,2,297.51,1.61,N,2
36.14262,40.8181,309.61,0.51,0.49,2023-08-02,2342,N,VIIRS,n,2,297.15,1.89,N,2
38.42756,27.21512,311.87,0.55,0.43,2023-08-02,2342,N,VIIRS,n,2,296.38,2.45,N,2
38.1509,30.84822,313.56,0.41,0.37,2023-08-02,2342,N,VIIRS,n,2,292.88,1.86,N,0
38.15429,30.84897,315.76,0.41,0.37,2023-08-02,2342,N,VIIRS,n,2,296.2,1.84,N,0
37.9399,32.53192,313.9,0.38,0.36,2023-08-02,2342,N,VIIRS,n,2,295.33,0.85,N,2
38.73631,26.9449,307.25,0.57,0.43,2023-08-02,2342,N,VIIRS,n,2,297.18,1.37,N,2
38.74031,26.94558,310.8,0.57,0.43,2023-08-02,2342,N,VIIRS,n,2,296.23,1.37,N,2
38.75635,26.9482,308.78,0.57,0.43,2023-08-02,2342,N,VIIRS,n,2,293.78,3.09,N,2
35.72219,44.03767,328.09,0.39,0.59,2023-08-02,2342,N,VIIRS,n,2,299.39,3.96,N,2
37.05542,38.31396,309.8,0.55,0.42,2023-08-02,2342,N,VIIRS,n,2,296.99,2.14,N,0
37.05492,38.31425,310.63,0.55,0.42,2023-08-02,2342,N,VIIRS,n,2,297.31,2.85,N,0
37.29443,37.1579,317.15,0.48,0.4,2023-08-02,2342,N,VIIRS,n,2,296.74,2.28,N,2
35.7233,44.03556,311.92,0.39,0.59,2023-08-02,2342,N,VIIRS,n,2,298.78,3.13,N,2
35.72221,44.0397,349.79,0.39,0.59,2023-08-02,2342,N,VIIRS,n,2,299.81,3.13,N,2
35.72863,44.03735,311.1,0.39,0.59,2023-08-02,2342,N,VIIRS,n,2,299.97,3.13,N,2
35.72972,44.03325,314.91,0.38,0.59,2023-08-02,2342,N,VIIRS,n,2,299.45,3.94,N,2
35.72753,44.04153,343.52,0.39,0.59,2023-08-02,2342,N,VIIRS,n,2,301.46,3.13,N,2
35.77442,43.99532,318.35,0.38,0.59,2023-08-02,2342,N,VIIRS,n,2,300.36,2.82,N,2
36.45818,41.2819,310.05,0.53,0.5,2023-08-02,2342,N,VIIRS,n,2,296.89,0.98,N,2
36.82073,39.86605,306.24,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,295.12,3.24,N,0
36.82382,39.87236,336.89,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,297.23,3.24,N,0
36.82487,39.86751,329.88,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,297.93,3.24,N,0
36.82593,39.86267,342.33,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,296.93,8.14,N,0
36.83007,39.8641,332.4,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,296.46,3.66,N,0
36.82873,39.86678,316.63,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,296.35,4.29,N,0
36.82458,39.86535,344.51,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,298.35,4.29,N,0
36.8235,39.87019,338.99,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,297.4,4.29,N,0
36.82566,39.86053,319.92,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,295.06,4.09,N,0
36.97325,40.73624,328.27,0.48,0.48,2023-08-02,2342,N,VIIRS,n,2,294.85,2.99,N,0
36.1307,43.78138,317.19,0.36,0.58,2023-08-02,2342,N,VIIRS,n,2,300.76,1.93,N,2
36.12554,43.77948,318.5,0.36,0.58,2023-08-02,2342,N,VIIRS,n,2,296.22,1.93,N,2
38.20957,33.99443,311.97,0.39,0.36,2023-08-02,2342,N,VIIRS,n,2,289.27,1.33,N,0
38.66003,30.61852,303.69,0.41,0.37,2023-08-02,2342,N,VIIRS,n,2,291.69,0.78,N,2
36.00093,43.76249,310.49,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,297.67,2.6,N,2
36.01643,43.68186,313.71,0.36,0.58,2023-08-02,2342,N,VIIRS,n,2,296.3,2.32,N,2
36.0187,43.68047,326.86,0.36,0.58,2023-08-02,2342,N,VIIRS,n,2,298.37,2.03,N,2
35.99856,43.75922,322.58,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,299.4,2.17,N,2
35.98423,43.77089,344.17,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,301.32,4.53,N,2
35.97913,43.76867,336.47,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,300.67,3.08,N,2
35.98016,43.76463,318.73,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,300.47,5.28,N,2
35.973,43.77043,314.09,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,300.71,3.08,N,2
35.95549,43.72846,310.9,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,297.88,1.18,N,2
35.9503,43.72659,311.05,0.37,0.58,2023-08-02,2342,N,VIIRS,n,2,297.66,1.18,N,2
36.82981,39.86197,334.68,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,296.11,4.09,N,0
36.82241,39.87502,309.19,0.44,0.46,2023-08-02,2342,N,VIIRS,n,2,295.68,1.34,N,0
35.84208,36.05561,304.78,0.46,0.39,2023-08-02,2342,N,VIIRS,n,2,294.55,0.76,N,0
36.26527,33.72983,308.14,0.39,0.36,2023-08-02,2342,N,VIIRS,n,2,295.95,1.08,N,2
36.93367,30.64852,308.63,0.4,0.37,2023-08-02,2342,N,VIIRS,n,2,296.43,1.16,N,2
67.00086,14.68959,302.53,0.48,0.4,2023-08-03,0115,N,VIIRS,n,2,285.56,1.22,N,0
64.66344,21.28338,301.6,0.38,0.36,2023-08-03,0115,N,VIIRS,n,2,286.24,1.27,N,3
63.70121,22.70817,298.13,0.39,0.36,2023-08-03,0116,N,VIIRS,n,2,285.62,0.35,N,0
59.15021,37.86723,330.12,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,290.11,4.25,N,3
59.14807,37.87307,299.06,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,288.92,2.26,N,3
59.14772,37.85521,303.96,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,287.93,1.07,N,3
59.14316,37.84888,303.8,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,289.63,1.07,N,3
59.15003,37.8701,326.21,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,290.65,3.25,N,3
59.15215,37.86423,301.55,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,287.83,1.73,N,3
59.14964,37.85217,305.91,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,288.77,1.73,N,3
59.14507,37.84585,302.06,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,288.93,0.81,N,3
59.14298,37.85168,302.03,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,288.61,0.81,N,3
59.13845,37.84524,299.69,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,288.72,0.81,N,3
59.13334,37.82145,298.55,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,287.63,0.87,N,2
59.12874,37.8152,301.03,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,287.3,0.66,N,2
59.1305,37.79137,331.87,0.4,0.6,2023-08-03,0116,N,VIIRS,n,2,288.01,2.6,N,2
57.55188,39.75841,297.31,0.52,0.67,2023-08-03,0116,N,VIIRS,n,2,284.3,0.9,N,2
59.53099,34.14111,314.9,0.6,0.53,2023-08-03,0116,N,VIIRS,n,2,288.07,2.68,N,2
59.53224,34.1459,314.47,0.6,0.53,2023-08-03,0116,N,VIIRS,n,2,288.54,2.65,N,2
63.32021,9.14161,303.3,0.57,0.43,2023-08-03,0116,N,VIIRS,n,2,286.52,2.42,N,3
59.11171,28.19536,298.75,0.41,0.45,2023-08-03,0116,N,VIIRS,n,2,286.6,0.77,N,0
55.06101,38.83419,295.95,0.63,0.72,2023-08-03,0116,N,VIIRS,n,2,285.22,0.53,N,2
54.21834,38.92619,299.53,0.68,0.74,2023-08-03,0117,N,VIIRS,n,2,283.95,1.77,N,2
54.48051,36.8027,296.21,0.57,0.69,2023-08-03,0117,N,VIIRS,n,2,284.85,0.67,N,2
58.67477,17.13083,299.09,0.38,0.36,2023-08-03,0117,N,VIIRS,n,2,281.54,0.86,N,2
59.64857,6.36156,295.44,0.42,0.45,2023-08-03,0117,N,VIIRS,n,2,284.99,0.89,N,2
53.44744,34.4142,301.52,0.52,0.67,2023-08-03,0117,N,VIIRS,n,2,286.24,2.12,N,2
53.44486,34.42117,311.17,0.52,0.67,2023-08-03,0117,N,VIIRS,n,2,286.2,2.12,N,2
53.44706,34.41721,313.35,0.52,0.67,2023-08-03,0117,N,VIIRS,n,2,286.57,2.55,N,2
56.6911,22.59316,299.41,0.5,0.41,2023-08-03,0117,N,VIIRS,n,2,284.77,0.79,N,2
58.27689,6.89245,297.88,0.39,0.44,2023-08-03,0118,N,VIIRS,n,2,279.89,0.62,N,2
52.71447,15.84943,299.03,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,287.16,1.17,N,0
52.71341,15.85522,301.58,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,287.34,0.75,N,0
53.1292,8.67765,301.14,0.45,0.39,2023-08-03,0119,N,VIIRS,n,2,281.39,0.86,N,2
51.69033,15.97661,329.61,0.41,0.37,2023-08-03,0119,N,VIIRS,n,2,290.48,8.05,N,2
51.68712,15.97971,304.3,0.41,0.37,2023-08-03,0119,N,VIIRS,n,2,287.02,0.72,N,2
48.74836,26.602,305,0.39,0.59,2023-08-03,0119,N,VIIRS,n,2,287.33,1.25,N,2
48.74808,26.60147,303.34,0.39,0.59,2023-08-03,0119,N,VIIRS,n,2,286.55,1.25,N,2
52.17424,10.41337,330.15,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,287.27,5.22,N,2
52.16518,10.42858,306.79,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,285.62,0.96,N,2
52.16339,10.41565,298.49,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,280.49,1.03,N,2
52.16082,10.4086,315.07,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,284.1,1.35,N,2
52.15747,10.4074,336.68,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,286.92,1.95,N,2
52.15825,10.40154,306.94,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,285.54,1.95,N,2
52.15489,10.40035,312.98,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,285.8,1.95,N,2
52.15411,10.40621,316.1,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,284.74,1.95,N,2
52.15154,10.39916,342.65,0.4,0.37,2023-08-03,0119,N,VIIRS,n,2,286.16,5.12,N,2
47.78457,29.01681,299.26,0.52,0.67,2023-08-03,0119,N,VIIRS,n,2,287.16,1.09,N,2
48.97883,24.71097,302.69,0.32,0.55,2023-08-03,0119,N,VIIRS,n,2,286.28,0.74,N,0
48.97418,24.70779,300.36,0.32,0.55,2023-08-03,0119,N,VIIRS,n,2,284.43,0.71,N,2
52.48763,4.58512,297.83,0.4,0.44,2023-08-03,0119,N,VIIRS,n,2,284.34,0.6,N,2
52.48352,4.58419,310.88,0.4,0.44,2023-08-03,0119,N,VIIRS,n,2,284.35,1.85,N,2
48.61316,21.20005,297.23,0.47,0.48,2023-08-03,0120,N,VIIRS,n,2,286.81,1.32,N,2
48.60899,21.19771,296.4,0.47,0.48,2023-08-03,0120,N,VIIRS,n,2,286,0.96,N,2
48.60938,21.17706,327.18,0.47,0.48,2023-08-03,0120,N,VIIRS,n,2,286.5,2.54,N,2
48.60787,21.18315,301.31,0.47,0.48,2023-08-03,0120,N,VIIRS,n,2,285.79,2.54,N,2
48.60635,21.18926,297.11,0.47,0.48,2023-08-03,0120,N,VIIRS,n,2,286.45,0.96,N,2
48.60522,21.17472,303.68,0.47,0.48,2023-08-03,0120,N,VIIRS,n,2,284.59,1.74,N,2
48.59319,20.83876,298.17,0.45,0.47,2023-08-03,0120,N,VIIRS,n,2,285.24,0.56,N,2
45.37667,30.92697,320.81,0.76,0.77,2023-08-03,0120,N,VIIRS,n,2,287.45,3.3,N,3
45.30388,28.89316,345.44,0.63,0.72,2023-08-03,0120,N,VIIRS,n,2,290.37,8.2,N,3
45.30518,28.89654,338.72,0.63,0.72,2023-08-03,0120,N,VIIRS,n,2,290.2,5.79,N,0
48.45944,17.19536,299.79,0.5,0.41,2023-08-03,0120,N,VIIRS,n,2,288.79,0.42,N,2
45.42327,27.96981,343.13,0.57,0.69,2023-08-03,0120,N,VIIRS,n,2,289.4,3.75,N,2
45.42555,27.96304,301.58,0.57,0.69,2023-08-03,0120,N,VIIRS,n,2,287.53,3.75,N,2
45.42082,27.97022,337.72,0.57,0.69,2023-08-03,0120,N,VIIRS,n,2,288.68,5.5,N,0
45.42307,27.96342,306.23,0.57,0.69,2023-08-03,0120,N,VIIRS,n,2,287.42,4.48,N,2
49.52994,8.41509,318.95,0.42,0.38,2023-08-03,0120,N,VIIRS,n,2,287.82,1.71,N,0
45.95417,25.28112,308.07,0.42,0.61,2023-08-03,0120,N,VIIRS,n,2,285.24,1.02,N,2
48.14621,16.50166,308.7,0.48,0.4,2023-08-03,0120,N,VIIRS,n,2,289.62,0.95,N,0
48.14267,16.49999,308.59,0.48,0.4,2023-08-03,0120,N,VIIRS,n,2,289.18,0.95,N,0
48.77908,10.69931,298.58,0.39,0.36,2023-08-03,0120,N,VIIRS,n,2,286.38,0.63,N,0
48.65462,10.16114,299.55,0.39,0.36,2023-08-03,0120,N,VIIRS,n,2,285.76,0.58,N,2
45.95611,22.86561,303.89,0.33,0.55,2023-08-03,0120,N,VIIRS,n,2,286.65,0.71,N,2
48.51329,10.85429,312.52,0.38,0.36,2023-08-03,0120,N,VIIRS,n,2,286.19,1.1,N,2
46.95223,18.92907,304.08,0.42,0.45,2023-08-03,0120,N,VIIRS,n,2,290.05,0.56,N,0
48.51002,10.85316,315.38,0.38,0.36,2023-08-03,0120,N,VIIRS,n,2,285.58,1.1,N,2
45.12554,25.41395,301.35,0.45,0.63,2023-08-03,0120,N,VIIRS,n,2,285.74,0.86,N,2
45.12379,25.41965,298.67,0.45,0.63,2023-08-03,0120,N,VIIRS,n,2,285.19,0.86,N,2
48.61001,6.11166,305.16,0.48,0.4,2023-08-03,0120,N,VIIRS,n,2,282.09,1.09,N,2
46.73682,15.57208,301.23,0.47,0.4,2023-08-03,0120,N,VIIRS,n,2,290.28,0.7,N,2
45.98497,17.73483,327.77,0.39,0.44,2023-08-03,0120,N,VIIRS,n,2,289.81,2.19,N,2
47.67794,4.66827,312.86,0.53,0.42,2023-08-03,0121,N,VIIRS,n,2,281.77,2.07,N,0
47.67408,4.66743,307.56,0.53,0.42,2023-08-03,0121,N,VIIRS,n,2,279.26,2.07,N,0
44.59995,20.97813,309.12,0.59,0.53,2023-08-03,0121,N,VIIRS,n,2,288.73,2.21,N,2
44.6021,20.97877,299.4,0.59,0.53,2023-08-03,0121,N,VIIRS,n,2,288.33,0.71,N,2
44.5975,20.97636,301.99,0.59,0.53,2023-08-03,0121,N,VIIRS,n,2,288.22,0.71,N,2
44.0822,22.10216,298.37,0.34,0.56,2023-08-03,0121,N,VIIRS,n,2,287.98,0.85,N,0
44.08088,22.10407,302.8,0.34,0.56,2023-08-03,0121,N,VIIRS,n,2,288.26,0.73,N,0
43.91012,21.51019,302.99,0.32,0.55,2023-08-03,0121,N,VIIRS,n,2,289.24,0.31,N,0
46.65417,6.54605,299.4,0.44,0.39,2023-08-03,0121,N,VIIRS,n,2,287.3,0.61,N,0
42.71704,24.16803,323.27,0.47,0.64,2023-08-03,0121,N,VIIRS,n,2,288.3,3.73,N,2
42.71539,24.17348,297.31,0.47,0.64,2023-08-03,0121,N,VIIRS,n,2,286.52,1.28,N,2
44.21737,17.89214,325.3,0.44,0.46,2023-08-03,0121,N,VIIRS,n,2,288.92,1.74,N,2
45.68211,9.46403,301.64,0.39,0.36,2023-08-03,0121,N,VIIRS,n,2,290.37,0.59,N,2
45.50777,10.24686,307.65,0.38,0.36,2023-08-03,0121,N,VIIRS,n,2,292.21,1.69,N,2
45.91304,5.81763,306.37,0.46,0.39,2023-08-03,0121,N,VIIRS,n,2,289.58,0.92,N,2
45.91261,5.82228,307.09,0.46,0.39,2023-08-03,0121,N,VIIRS,n,2,290.18,1.51,N,2
40.92842,27.46464,303.36,0.75,0.77,2023-08-03,0121,N,VIIRS,n,2,288.08,1.32,N,0
42.64275,20.89602,302.61,0.33,0.55,2023-08-03,0121,N,VIIRS,n,2,289.65,1.08,N,0
43.54163,16.44122,307.01,0.39,0.44,2023-08-03,0121,N,VIIRS,n,2,293.29,1.33,N,2
44.30634,12.00431,306.27,0.4,0.37,2023-08-03,0121,N,VIIRS,n,2,293.22,0.89,N,0
44.37816,8.29006,302.41,0.39,0.36,2023-08-03,0121,N,VIIRS,n,2,291.31,0.79,N,0
41.44447,21.93578,367,0.4,0.6,2023-08-03,0121,N,VIIRS,h,2,291.05,9.56,N,2
41.44323,21.94016,319.58,0.4,0.6,2023-08-03,0121,N,VIIRS,n,2,291.32,2.97,N,2
41.43668,21.94214,302.6,0.4,0.6,2023-08-03,0121,N,VIIRS,n,2,290.31,2.97,N,2
43.36476,12.54487,305.44,0.43,0.38,2023-08-03,0121,N,VIIRS,n,2,291.49,0.87,N,2
39.86771,26.24232,302.73,0.71,0.75,2023-08-03,0121,N,VIIRS,n,2,291.57,0.85,N,2
43.79451,7.37267,316.5,0.4,0.37,2023-08-03,0122,N,VIIRS,n,2,292.55,1.89,N,2
40.76401,20.76635,302.09,0.37,0.58,2023-08-03,0122,N,VIIRS,n,2,292.01,1.41,N,0
40.75499,20.75736,296.66,0.37,0.58,2023-08-03,0122,N,VIIRS,n,2,286.3,0.41,N,0
41.83327,15.13251,311.49,0.56,0.43,2023-08-03,0122,N,VIIRS,n,2,292.35,1.94,N,0
40.9986,17.00829,303.37,0.47,0.48,2023-08-03,0122,N,VIIRS,n,2,291.37,0.45,N,0
41.32676,15.32838,323.13,0.39,0.44,2023-08-03,0122,N,VIIRS,n,2,292.41,2.31,N,0
39.35417,22.98248,304.93,0.51,0.66,2023-08-03,0122,N,VIIRS,n,2,293.7,1.38,N,2
41.79657,12.38141,303.44,0.44,0.38,2023-08-03,0122,N,VIIRS,n,2,293.01,0.23,N,0
40.52052,17.20045,311.67,0.49,0.49,2023-08-03,0122,N,VIIRS,n,2,293.36,2.4,N,2
40.51917,17.20611,317.15,0.49,0.49,2023-08-03,0122,N,VIIRS,n,2,293.87,2.9,N,2
40.5091,17.20831,307.61,0.49,0.49,2023-08-03,0122,N,VIIRS,n,2,293.36,2.4,N,2
41.31401,1.65912,303.96,0.4,0.45,2023-08-03,0122,N,VIIRS,n,2,291.74,1.09,N,2
