latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
65.56567,22.21972,320.16,0.55,0.42,2023-07-15,0031,N,VIIRS,n,2,287.02,3.39,N,3
65.56178,22.21786,326.72,0.55,0.42,2023-07-15,0031,N,VIIRS,n,2,286.16,3.39,N,3
65.56417,22.21363,324.54,0.55,0.42,2023-07-15,0031,N,VIIRS,n,2,287.24,3.51,N,3
65.56317,22.22541,326.52,0.55,0.42,2023-07-15,0031,N,VIIRS,n,2,287.12,3.51,N,2
64.6464,24.4271,309.4,0.47,0.4,2023-07-15,0031,N,VIIRS,n,2,281.48,1.99,N,2
64.66541,21.2768,312.88,0.56,0.43,2023-07-15,0031,N,VIIRS,n,2,286.03,2.97,N,3
64.66367,21.28204,321.3,0.56,0.43,2023-07-15,0031,N,VIIRS,n,2,286.98,3.95,N,3
60.52256,28.12964,325.81,0.39,0.36,2023-07-15,0032,N,VIIRS,n,2,277,1.28,N,0
59.71063,28.43841,298.48,0.38,0.36,2023-07-15,0032,N,VIIRS,n,2,282.64,1.51,N,0
60.85615,1.46193,329.55,0.73,0.76,2023-07-15,0032,N,VIIRS,n,2,279.71,5.23,N,3
60.28745,22.28789,311.41,0.47,0.39,2023-07-15,0032,N,VIIRS,n,2,286.26,1.78,N,2
59.38656,28.46277,305.47,0.38,0.36,2023-07-15,0032,N,VIIRS,n,2,285.25,0.91,N,2
59.38336,28.46079,297.29,0.38,0.36,2023-07-15,0032,N,VIIRS,n,2,284.26,0.67,N,2
60.81075,5.01217,295.44,0.56,0.69,2023-07-15,0033,N,VIIRS,n,2,280.41,1.32,N,0
60.48902,15.44652,299.76,0.5,0.49,2023-07-15,0033,N,VIIRS,n,2,281.53,1.54,N,0
59.11319,28.19595,297.03,0.38,0.36,2023-07-15,0033,N,VIIRS,n,2,284.17,0.43,N,0
54.44577,45.8699,306.76,0.49,0.65,2023-07-15,0033,N,VIIRS,n,2,280.38,1.53,N,2
54.44406,45.87126,304.32,0.49,0.65,2023-07-15,0033,N,VIIRS,n,2,280.03,1.06,N,2
58.68324,17.1322,300.31,0.42,0.45,2023-07-15,0033,N,VIIRS,n,2,285.48,0.79,N,2
58.67959,17.12379,308.22,0.42,0.45,2023-07-15,0033,N,VIIRS,n,2,284.85,1.32,N,2
58.67486,17.12997,297.33,0.42,0.45,2023-07-15,0033,N,VIIRS,n,2,285.71,0.56,N,2
58.67068,17.12885,295.4,0.42,0.45,2023-07-15,0033,N,VIIRS,n,2,284.98,0.56,N,0
58.67015,17.13606,295.57,0.42,0.45,2023-07-15,0033,N,VIIRS,n,2,284.5,0.56,N,3
57.3178,28.321,297.21,0.39,0.36,2023-07-15,0033,N,VIIRS,n,2,283.67,1.41,N,0
57.31564,28.31287,308.98,0.39,0.36,2023-07-15,0033,N,VIIRS,n,2,284.47,1.75,N,0
57.31458,28.31912,317.39,0.39,0.36,2023-07-15,0033,N,VIIRS,n,2,286.02,1.41,N,0
57.31242,28.311,298.31,0.39,0.36,2023-07-15,0033,N,VIIRS,n,2,281.55,0.62,N,0
57.71153,18.80709,298.24,0.54,0.42,2023-07-15,0033,N,VIIRS,n,2,287.58,0.97,N,2
57.70765,18.80586,297.98,0.54,0.42,2023-07-15,0033,N,VIIRS,n,2,285.71,0.97,N,2
57.70947,18.80065,307.29,0.54,0.42,2023-07-15,0033,N,VIIRS,n,2,286.04,1.18,N,2
55.50365,28.58476,300.76,0.4,0.37,2023-07-15,0034,N,VIIRS,n,2,284.56,0.6,N,0
56.31468,22.91765,297.25,0.41,0.37,2023-07-15,0034,N,VIIRS,n,2,284.56,0.49,N,0
54.3865,33.51261,327.08,0.55,0.43,2023-07-15,0034,N,VIIRS,n,2,280.08,6.65,N,0
54.38461,33.52063,322.82,0.55,0.43,2023-07-15,0034,N,VIIRS,n,2,280.17,6.65,N,0
54.38654,33.51513,331.56,0.55,0.43,2023-07-15,0034,N,VIIRS,n,2,281.35,11.48,N,0
52.56557,39.69858,307.64,0.35,0.57,2023-07-15,0034,N,VIIRS,n,2,282.81,0.74,N,2
52.56414,39.70327,299.84,0.35,0.57,2023-07-15,0034,N,VIIRS,n,2,282.8,0.74,N,2
52.56072,39.61788,299.66,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,282.98,1.32,N,2
52.55928,39.62258,314.27,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,284.08,1.31,N,2
52.55601,39.61399,350.28,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,283.79,6.4,N,2
52.54735,39.64217,323.92,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,275.44,0.81,N,2
52.5488,39.63744,300.33,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,277.35,0.81,N,2
52.54408,39.63355,295.43,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,271.08,0.81,N,2
52.55659,39.5736,350.22,0.34,0.56,2023-07-15,0034,N,VIIRS,n,2,283.38,5,N,2
52.55799,39.56905,315.21,0.34,0.56,2023-07-15,0034,N,VIIRS,n,2,275.64,4.65,N,2
52.54367,39.61566,298.33,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,278.72,1.45,N,2
52.53936,39.62967,312.22,0.35,0.56,2023-07-15,0034,N,VIIRS,n,2,269.68,1.32,N,2
53.44281,34.41736,319.12,0.42,0.45,2023-07-15,0034,N,VIIRS,n,2,286.26,2.46,N,2
54.18189,30.13741,327.44,0.45,0.39,2023-07-15,0034,N,VIIRS,n,2,283.41,3.98,N,0
54.18055,30.14403,325.5,0.45,0.39,2023-07-15,0034,N,VIIRS,n,2,282.38,3.01,N,0
54.17849,30.13541,327.01,0.45,0.39,2023-07-15,0034,N,VIIRS,n,2,282.44,6.02,N,0
54.17715,30.14202,321.93,0.45,0.39,2023-07-15,0034,N,VIIRS,n,2,282.16,4.53,N,0
55.19142,21.32957,297.9,0.43,0.38,2023-07-15,0034,N,VIIRS,n,2,286.82,1.06,N,0
55.19062,21.33633,296.29,0.43,0.38,2023-07-15,0034,N,VIIRS,n,2,285.76,1.06,N,0
55.19175,21.33001,296.55,0.43,0.38,2023-07-15,0034,N,VIIRS,n,2,286.52,1.28,N,0
55.18827,21.32873,301.14,0.43,0.38,2023-07-15,0034,N,VIIRS,n,2,287.57,1.73,N,0
55.18745,21.33548,299.45,0.43,0.38,2023-07-15,0034,N,VIIRS,n,2,285.97,1.23,N,0
55.09381,21.80202,297.74,0.42,0.38,2023-07-15,0034,N,VIIRS,n,2,283.3,0.3,N,0
52.80605,32.229,296.99,0.55,0.42,2023-07-15,0034,N,VIIRS,n,2,284.81,0.97,N,2
52.8494,29.99094,299.45,0.47,0.39,2023-07-15,0034,N,VIIRS,n,2,285.48,1.67,N,2
52.84593,29.98897,326.75,0.47,0.39,2023-07-15,0034,N,VIIRS,n,2,286.5,1.67,N,2
53.27026,24.44402,312.01,0.38,0.36,2023-07-15,0034,N,VIIRS,n,2,286.36,0.82,N,2
53.25875,24.45112,303.74,0.38,0.36,2023-07-15,0034,N,VIIRS,n,2,285.95,0.59,N,0
51.8938,29.34098,302.61,0.46,0.39,2023-07-15,0034,N,VIIRS,n,2,287.62,0.8,N,2
51.89032,29.33912,326.2,0.46,0.39,2023-07-15,0034,N,VIIRS,n,2,287.54,2.44,N,2
51.88684,29.33725,323.42,0.46,0.39,2023-07-15,0034,N,VIIRS,n,2,287.78,2.44,N,2
53.50064,18.80647,340.08,0.48,0.4,2023-07-15,0034,N,VIIRS,n,2,270.7,5.58,N,0
52.58928,19.69807,311,0.45,0.39,2023-07-15,0035,N,VIIRS,n,2,287.41,1.63,N,0
47.83174,38.4717,299.02,0.45,0.63,2023-07-15,0035,N,VIIRS,n,2,285.32,0.81,N,0
47.83175,38.47251,301.04,0.45,0.63,2023-07-15,0035,N,VIIRS,n,2,285.34,1.48,N,0
51.13971,23.55246,306.48,0.38,0.36,2023-07-15,0035,N,VIIRS,n,2,278.63,1.28,N,2
50.54547,26.25868,328.62,0.41,0.37,2023-07-15,0035,N,VIIRS,n,2,290.43,3.21,N,2
48.47389,34.96952,299.79,0.61,0.53,2023-07-15,0035,N,VIIRS,n,2,286.91,0.72,N,2
48.46934,34.9664,298.02,0.61,0.53,2023-07-15,0035,N,VIIRS,n,2,286.39,0.59,N,2
48.52854,34.65371,320.01,0.59,0.53,2023-07-15,0035,N,VIIRS,n,2,288.49,4.04,N,3
52.16515,10.42951,297.59,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,272.23,0.48,N,2
52.16074,10.40903,296.4,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,265.41,0.28,N,2
52.16055,10.41401,298.94,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,264.69,0.28,N,2
52.15575,10.40355,340.16,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,273.87,1.72,N,2
52.15594,10.39858,295.02,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,274.35,1.72,N,2
52.15557,10.40852,299.9,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,269.45,1.4,N,2
48.51904,34.63016,299.31,0.59,0.53,2023-07-15,0035,N,VIIRS,n,2,287.59,1.09,N,2
52.15076,10.39806,332.37,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,277.92,1.72,N,2
52.15059,10.40301,296.88,0.33,0.55,2023-07-15,0035,N,VIIRS,n,2,273.73,1.72,N,2
48.47234,34.62579,299.36,0.59,0.53,2023-07-15,0035,N,VIIRS,n,2,287.26,1.49,N,2
48.47396,34.62904,302.23,0.59,0.53,2023-07-15,0035,N,VIIRS,n,2,287.65,0.99,N,2
47.96991,36.35892,312.31,0.36,0.57,2023-07-15,0035,N,VIIRS,n,2,286.33,0.93,N,0
47.96858,36.36345,298.92,0.36,0.57,2023-07-15,0035,N,VIIRS,n,2,286.43,0.93,N,0
51.68898,15.98194,338.43,0.39,0.44,2023-07-15,0035,N,VIIRS,n,2,289.48,8.74,N,2
51.68946,15.97631,305.11,0.39,0.44,2023-07-15,0035,N,VIIRS,n,2,287.53,6.05,N,2
51.68398,15.99231,305.67,0.39,0.44,2023-07-15,0035,N,VIIRS,n,2,288.21,0.81,N,0
50.92912,21.67501,316.51,0.4,0.37,2023-07-15,0035,N,VIIRS,n,2,288.82,1.85,N,2
50.94608,21.45205,308.15,0.4,0.37,2023-07-15,0035,N,VIIRS,n,2,286.21,1.22,N,0
50.94593,21.45138,311.49,0.4,0.37,2023-07-15,0035,N,VIIRS,n,2,285.99,1.06,N,0
51.87575,4.29077,300.47,0.6,0.71,2023-07-15,0035,N,VIIRS,n,2,286.28,1.7,N,0
51.10439,18.93727,310.55,0.45,0.39,2023-07-15,0035,N,VIIRS,n,2,287.28,1.28,N,2
47.88037,35.18959,302.43,0.32,0.55,2023-07-15,0035,N,VIIRS,n,2,287.36,0.51,N,2
47.87489,35.15574,304.65,0.32,0.55,2023-07-15,0035,N,VIIRS,n,2,286.97,1.05,N,2
47.86662,35.14566,314.54,0.32,0.55,2023-07-15,0035,N,VIIRS,n,2,288.21,0.97,N,3
47.86189,35.14272,305.11,0.32,0.55,2023-07-15,0035,N,VIIRS,n,2,288.92,0.97,N,3
50.82701,20.27049,307.05,0.42,0.37,2023-07-15,0035,N,VIIRS,n,2,286.78,1.44,N,2
51.17754,16.10967,328.84,0.56,0.43,2023-07-15,0035,N,VIIRS,n,2,287.2,5.62,N,2
51.49343,6.73601,303.58,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,283.01,0.64,N,2
51.48761,6.70758,320.44,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,287.86,1.74,N,2
51.48756,6.71466,305.99,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,285.7,1.74,N,2
51.48751,6.72168,317.65,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,284.52,3.46,N,2
51.48158,6.70737,311.82,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,288.02,1.74,N,2
51.48154,6.71441,303.71,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,286.34,1.74,N,2
51.49199,6.73704,299.43,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,283.86,1.29,N,2
51.48629,6.70873,324.21,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,289.12,2.47,N,2
51.48637,6.70159,309.52,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,288.52,2.47,N,2
51.48621,6.71577,317.56,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,287.05,2.19,N,2
51.48613,6.72277,310.16,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,285.08,2.19,N,2
51.48019,6.71553,305.42,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,286.31,1.15,N,2
51.46191,6.7361,307.93,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,284.47,1.46,N,2
51.46183,6.74319,304.24,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,283.65,1.12,N,2
51.36266,10.48152,296.64,0.32,0.55,2023-07-15,0035,N,VIIRS,n,2,283.59,0.32,N,2
51.27228,11.6589,302.47,0.58,0.52,2023-07-15,0035,N,VIIRS,n,2,286.9,1.94,N,2
51.36583,6.70483,329.1,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,285.85,4.6,N,2
47.62903,34.3217,338.23,0.6,0.53,2023-07-15,0035,N,VIIRS,n,2,287.93,5.98,N,2
51.37104,6.7008,302.09,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,287.23,1.53,N,3
51.36494,6.70778,322.72,0.47,0.64,2023-07-15,0035,N,VIIRS,n,2,284.92,2.35,N,2
50.49304,19.45585,299.67,0.43,0.38,2023-07-15,0035,N,VIIRS,n,2,289,0.72,N,2
50.49154,19.46815,308.35,0.43,0.38,2023-07-15,0035,N,VIIRS,n,2,286.82,0.68,N,2
51.29591,7.00617,295.65,0.46,0.63,2023-07-15,0035,N,VIIRS,n,2,272.14,0.62,N,2
51.16917,3.80864,306.75,0.63,0.72,2023-07-15,0035,N,VIIRS,n,2,280.22,2.09,N,2
50.53726,17.97437,301.68,0.48,0.4,2023-07-15,0035,N,VIIRS,n,2,287.78,0.8,N,2
50.5336,17.97339,300.59,0.48,0.4,2023-07-15,0035,N,VIIRS,n,2,287.77,1.15,N,2
50.34191,19.33934,323.73,0.43,0.38,2023-07-15,0035,N,VIIRS,n,2,290.07,1.86,N,2
50.34717,19.29658,305.02,0.44,0.38,2023-07-15,0035,N,VIIRS,n,2,287.02,0.89,N,2
50.34266,19.33327,302.32,0.43,0.38,2023-07-15,0035,N,VIIRS,n,2,288.67,1.86,N,2
50.33744,19.28729,296.96,0.44,0.38,2023-07-15,0035,N,VIIRS,n,2,282.9,0.46,N,2
51.03014,10.54727,295.52,0.32,0.55,2023-07-15,0035,N,VIIRS,n,2,282.29,0.32,N,0
50.41559,18.14064,306.81,0.47,0.4,2023-07-15,0035,N,VIIRS,n,2,290.24,1.38,N,2
50.33367,18.83085,296.97,0.45,0.39,2023-07-15,0035,N,VIIRS,n,2,286.64,0.41,N,2
51.06365,7.08291,306.01,0.45,0.63,2023-07-15,0035,N,VIIRS,n,2,282.75,0.7,N,0
51.05774,7.08269,309.02,0.45,0.63,2023-07-15,0035,N,VIIRS,n,2,282.81,1.06,N,0
51.06021,7.08363,320.77,0.45,0.63,2023-07-15,0035,N,VIIRS,n,2,282.75,1.61,N,0
50.07687,20.09897,302.83,0.41,0.37,2023-07-15,0035,N,VIIRS,n,2,287.83,0.85,N,2
50.07346,20.09789,298.8,0.41,0.37,2023-07-15,0035,N,VIIRS,n,2,286.85,0.84,N,2
47.1865,33.53164,326.91,0.58,0.52,2023-07-15,0035,N,VIIRS,n,2,286.33,3.83,N,0
47.1877,33.53214,325.75,0.58,0.52,2023-07-15,0035,N,VIIRS,n,2,286.48,3.49,N,0
47.18125,33.53677,300.8,0.58,0.52,2023-07-15,0035,N,VIIRS,n,2,286.48,0.72,N,0
48.74887,26.60575,310.74,0.44,0.38,2023-07-15,0035,N,VIIRS,n,2,288.63,1.84,N,2
47.41936,32.32912,298.72,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,285.99,0.66,N,0
47.41774,32.33541,303.11,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,286.19,0.66,N,0
47.41344,32.33307,311.34,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,286.4,1.63,N,0
47.41076,32.32438,303.87,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,286.63,1.63,N,0
47.40751,32.33708,297.79,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,286.52,0.45,N,0
47.4032,32.33475,327.66,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,287.56,3.48,N,0
47.40483,32.32836,309.04,0.5,0.49,2023-07-15,0035,N,VIIRS,n,2,286.93,2.43,N,0
48.9765,24.70776,305.72,0.4,0.37,2023-07-15,0035,N,VIIRS,n,2,288.26,1.34,N,2
48.97557,24.71309,309.86,0.4,0.37,2023-07-15,0035,N,VIIRS,n,2,288.69,1.13,N,2
44.84534,40.41045,297.58,0.67,0.74,2023-07-15,0035,N,VIIRS,n,2,284.45,0.59,N,0
49.81339,18.31728,301.11,0.46,0.39,2023-07-15,0036,N,VIIRS,n,2,287.7,0.78,N,2
49.78322,18.32216,302.45,0.46,0.39,2023-07-15,0036,N,VIIRS,n,2,287.79,0.76,N,2
49.68974,18.65249,306.74,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,287.39,1.26,N,2
49.68901,18.65874,302.89,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,287.69,0.98,N,2
49.68121,18.66292,327.18,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,288.02,2.35,N,2
49.67766,18.66193,312.89,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,287,2.35,N,2
49.6794,18.66201,331.58,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,288.04,4.95,N,3
46.8912,33.30025,296.52,0.57,0.52,2023-07-15,0036,N,VIIRS,n,2,286.44,0.39,N,0
47.78597,29.01702,298.68,0.54,0.42,2023-07-15,0036,N,VIIRS,n,2,288.58,1.22,N,2
46.61878,32.9043,300.76,0.56,0.52,2023-07-15,0036,N,VIIRS,n,2,286.97,1.15,N,0
49.95692,9.76803,308.07,0.34,0.56,2023-07-15,0036,N,VIIRS,n,2,283.03,0.94,N,2
49.95714,9.76669,306.04,0.34,0.56,2023-07-15,0036,N,VIIRS,n,2,282.99,0.75,N,2
49.21637,16.77299,300.59,0.51,0.41,2023-07-15,0036,N,VIIRS,n,2,289.47,0.86,N,2
48.61904,21.18388,306.45,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,287.17,0.82,N,2
48.61828,21.18913,305.82,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,287.74,0.96,N,2
48.61498,21.18804,325.41,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,289.46,1.28,N,2
48.61168,21.18694,303.59,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,289.44,1.28,N,2
48.61092,21.19219,308.9,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,289.44,1.28,N,2
48.61016,21.19743,304.03,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,288.73,1.13,N,2
48.60913,21.1806,310.34,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,289,3.94,N,2
48.60762,21.1911,302.54,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,289.79,1.4,N,2
48.60583,21.17951,340.34,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,289.9,3.94,N,2
48.60253,21.17842,321.62,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,287.23,1.38,N,2
48.59922,21.17733,309.69,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,286.77,1.38,N,2
48.59393,20.84338,297.65,0.39,0.36,2023-07-15,0036,N,VIIRS,n,2,287.47,0.33,N,2
48.64532,20.22165,302.33,0.4,0.37,2023-07-15,0036,N,VIIRS,n,2,287.37,0.73,N,2
49.35866,6.74652,324.63,0.46,0.64,2023-07-15,0036,N,VIIRS,n,2,286.19,3.48,N,2
48.25622,20.35326,310.5,0.4,0.37,2023-07-15,0036,N,VIIRS,n,2,287.48,0.67,N,2
48.58783,17.65303,330.78,0.47,0.39,2023-07-15,0036,N,VIIRS,n,2,288.09,4.66,N,0
48.58421,17.65206,331.8,0.47,0.39,2023-07-15,0036,N,VIIRS,n,2,287.41,4.66,N,0
48.4566,17.18969,306.3,0.48,0.4,2023-07-15,0036,N,VIIRS,n,2,293.31,1.2,N,2
49.01102,4.70883,306.59,0.57,0.69,2023-07-15,0036,N,VIIRS,n,2,287.45,1.46,N,0
49.01176,4.71127,313.89,0.57,0.69,2023-07-15,0036,N,VIIRS,n,2,287.82,1.53,N,0
48.21813,16.62645,312.91,0.5,0.41,2023-07-15,0036,N,VIIRS,n,2,288.66,0.74,N,0
48.65255,10.16328,302.67,0.32,0.54,2023-07-15,0036,N,VIIRS,n,2,287.38,0.36,N,2
48.2847,14.326,333.93,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,290.58,3.27,N,2
48.27957,14.33642,328.29,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,291.4,5.12,N,2
48.2786,14.34763,306.92,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,289.35,2.56,N,2
48.27542,14.33564,348.3,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,292.43,5.12,N,2
48.27494,14.34123,330.24,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,290.49,2.56,N,2
48.27639,14.3244,302.27,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,292.03,1.16,N,2
48.2759,14.33003,308.44,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,291.42,5.12,N,2
48.51214,10.85374,306.78,0.59,0.53,2023-07-15,0036,N,VIIRS,n,2,288.12,1.82,N,2
48.26808,14.3228,307.17,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,288.56,1.18,N,2
48.26297,14.33321,302.71,0.41,0.45,2023-07-15,0036,N,VIIRS,n,2,288.19,1.28,N,2
48.61278,6.10956,302.49,0.49,0.65,2023-07-15,0036,N,VIIRS,n,2,288.76,0.76,N,2
48.61266,6.11051,303.13,0.49,0.65,2023-07-15,0036,N,VIIRS,n,2,289.23,1.29,N,2
45.37354,30.93018,338.4,0.5,0.49,2023-07-15,0036,N,VIIRS,n,2,293.19,3.53,N,3
48.33246,9.73122,311.9,0.33,0.55,2023-07-15,0036,N,VIIRS,n,2,288.93,1.16,N,2
47.03562,22.33359,302.65,0.38,0.36,2023-07-15,0036,N,VIIRS,n,2,289.23,0.4,N,2
48.04892,8.53746,296.19,0.38,0.58,2023-07-15,0036,N,VIIRS,n,2,285.65,0.46,N,0
48.0493,7.56738,299.5,0.42,0.61,2023-07-15,0036,N,VIIRS,n,2,289.34,0.63,N,0
48.04832,7.56845,299.25,0.42,0.61,2023-07-15,0036,N,VIIRS,n,2,288.89,0.53,N,0
48.01067,5.22474,299.98,0.53,0.67,2023-07-15,0036,N,VIIRS,n,2,287.81,0.49,N,0
45.41888,27.96632,305.28,0.55,0.43,2023-07-15,0036,N,VIIRS,n,2,287.5,1.64,N,2
45.95274,25.28439,295.21,0.44,0.38,2023-07-15,0036,N,VIIRS,n,2,282.55,0.4,N,2
45.94932,25.28295,298.04,0.44,0.38,2023-07-15,0036,N,VIIRS,n,2,281.57,0.45,N,2
46.94188,18.93534,304.19,0.42,0.37,2023-07-15,0036,N,VIIRS,n,2,292.36,0.77,N,2
46.94117,18.94077,302.47,0.41,0.37,2023-07-15,0036,N,VIIRS,n,2,292.1,0.67,N,3
47.17489,7.56103,305.99,0.41,0.61,2023-07-15,0036,N,VIIRS,n,2,288.42,1.04,N,2
45.12241,25.41846,308.61,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,285.19,2,N,2
45.12431,25.41829,306.2,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,285.52,1.44,N,2
45.12082,25.41694,296.76,0.45,0.39,2023-07-15,0036,N,VIIRS,n,2,283.72,0.49,N,2
45.98312,17.73611,307.61,0.44,0.38,2023-07-15,0037,N,VIIRS,n,2,289.69,0.87,N,2
46.23014,13.07395,305.52,0.44,0.46,2023-07-15,0037,N,VIIRS,n,2,291.99,1.11,N,2
46.17693,12.74049,303.11,0.46,0.47,2023-07-15,0037,N,VIIRS,n,2,291.19,0.54,N,2
46.06875,13.62932,312.18,0.42,0.45,2023-07-15,0037,N,VIIRS,n,2,290.72,0.82,N,2
45.4689,16.79685,304.54,0.46,0.39,2023-07-15,0037,N,VIIRS,n,2,291.42,1.1,N,0
45.46821,16.80277,305.04,0.46,0.39,2023-07-15,0037,N,VIIRS,n,2,291.45,1.1,N,0
45.91114,5.81783,302.87,0.49,0.65,2023-07-15,0037,N,VIIRS,n,2,292.5,0.71,N,2
44.60351,20.97191,305.49,0.38,0.36,2023-07-15,0037,N,VIIRS,n,2,291.98,1.06,N,2
45.91118,5.81843,303.24,0.49,0.65,2023-07-15,0037,N,VIIRS,n,2,292.8,0.82,N,2
45.38173,11.94984,303.74,0.49,0.49,2023-07-15,0037,N,VIIRS,n,2,293.21,1.54,N,2
45.42966,10.99951,303.77,0.55,0.51,2023-07-15,0037,N,VIIRS,n,2,290.93,1.02,N,2
44.08017,22.10377,305.19,0.39,0.36,2023-07-15,0037,N,VIIRS,n,2,291.29,1.05,N,0
45.14833,9.93882,318.08,0.61,0.53,2023-07-15,0037,N,VIIRS,n,2,290.84,3.24,N,2
45.14789,9.94676,304.17,0.61,0.53,2023-07-15,0037,N,VIIRS,n,2,290.79,2.45,N,0
45.14335,9.93817,324.94,0.61,0.53,2023-07-15,0037,N,VIIRS,n,2,290.47,4.72,N,2
45.14291,9.94612,314.48,0.61,0.53,2023-07-15,0037,N,VIIRS,n,2,290.1,3.14,N,0
44.0107,19.88725,304.43,0.39,0.36,2023-07-15,0037,N,VIIRS,n,2,289.73,0.89,N,2
41.17755,32.63511,304.76,0.39,0.59,2023-07-15,0037,N,VIIRS,n,2,290.29,1.62,N,2
41.17242,32.63239,301.91,0.39,0.59,2023-07-15,0037,N,VIIRS,n,2,288.97,0.62,N,2
41.18181,32.6354,304.66,0.39,0.59,2023-07-15,0037,N,VIIRS,n,2,289.69,0.96,N,2
41.17668,32.63268,305.49,0.39,0.59,2023-07-15,0037,N,VIIRS,n,2,290.39,1.6,N,2
41.26608,31.42441,312.95,0.33,0.56,2023-07-15,0037,N,VIIRS,n,2,292.86,1.95,N,2
41.25914,31.42981,305.05,0.34,0.56,2023-07-15,0037,N,VIIRS,n,2,290.99,0.94,N,2
41.25248,31.41333,302.71,0.33,0.56,2023-07-15,0037,N,VIIRS,n,2,290.28,1.03,N,2
43.25222,21.52486,307.31,0.39,0.36,2023-07-15,0037,N,VIIRS,n,2,289.86,0.9,N,0
42.71477,24.17139,337.44,0.45,0.39,2023-07-15,0037,N,VIIRS,n,2,293.25,3.59,N,2
42.71581,24.16605,310.7,0.45,0.39,2023-07-15,0037,N,VIIRS,n,2,290.86,3.59,N,2
42.71621,24.17047,330.9,0.45,0.39,2023-07-15,0037,N,VIIRS,n,2,293.01,3.08,N,2
42.71722,24.16512,312.16,0.45,0.39,2023-07-15,0037,N,VIIRS,n,2,290.92,2.18,N,2
42.71519,24.17582,301.57,0.45,0.39,2023-07-15,0037,N,VIIRS,n,2,289.57,3.08,N,2
40.76504,32.21616,307.72,0.38,0.59,2023-07-15,0037,N,VIIRS,n,2,286.09,0.89,N,2
41.79566,26.70031,302.13,0.39,0.44,2023-07-15,0037,N,VIIRS,n,2,289.95,0.61,N,2
